source,term,freq
rappler,reflected,2
rappler,reflects,1
rappler,reforestation,1
rappler,reform,8
rappler,reformer,1
rappler,reformist,2
rappler,reforms,3
rappler,refused,1
rappler,refuses,1
rappler,regarding,5
rappler,region,11
rappler,regional,11
rappler,registered,3
rappler,registers,1
rappler,registries,1
rappler,regular,1
rappler,regulations,2
rappler,rehabilitate,1
rappler,rehabilitated,1
rappler,rehabilitation,2
rappler,reinforced,3
rappler,reiterates,2
rappler,rejected,1
rappler,rekina,1
rappler,relatable,1
rappler,relating,1
rappler,relation,1
rappler,relatively,1
rappler,release,4
rappler,released,10
rappler,releases,5
rappler,relevant,1
rappler,reliance,1
rappler,reliant,2
rappler,relief,4
rappler,religious,1
rappler,relinquishing,1
rappler,rely,3
rappler,relying,2
rappler,remain,3
rappler,remained,1
rappler,remaining,1
rappler,remains,8
rappler,remark,2
rappler,remarks,1
rappler,remembered,1
rappler,reminder,2
rappler,remiss,1
rappler,remnants,1
rappler,remove,2
rappler,removed,2
rappler,removing,2
rappler,remulla,1
rappler,renato,1
rappler,rendered,1
rappler,renders,1
rappler,rene,1
rappler,renewable,1
rappler,renewed,2
rappler,rep,1
rappler,repair,1
rappler,repaired,1
rappler,repairs,2
rappler,repeated,2
rappler,repeatedly,4
rappler,repeats,1
rappler,replace,1
rappler,replaced,1
rappler,replacing,1
rappler,reply,1
rappler,report,29
rappler,reported,9
rappler,reporters,2
rappler,reporting,3
rappler,reports,20
rappler,representative,21
rappler,representatives,8
rappler,represents,2
rappler,republic,6
rappler,republika,1
rappler,reputation,2
rappler,requested,1
rappler,requests,1
rappler,require,2
rappler,required,5
rappler,requirements,1
rappler,requires,1
rappler,rescuers,1
rappler,research,3
rappler,resettlement,1
rappler,reshaping,1
rappler,reside,1
rappler,residences,1
rappler,resident,2
rappler,residents,4
rappler,resignation,2
rappler,resigned,2
rappler,resilience,2
rappler,resilient,3
rappler,resist,2
rappler,resistance,1
rappler,resolution,2
rappler,resolutions,1
rappler,resonates,1
rappler,resort,3
rappler,resorts,1
rappler,resource,1
rappler,resources,7
rappler,respect,1
rappler,respective,1
rappler,respectively,2
rappler,respond,2
rappler,responded,1
rappler,respondents,12
rappler,response,6
rappler,responsible,4
rappler,rest,2
rappler,restore,2
rappler,restored,1
rappler,restraint,2
rappler,result,6
rappler,resulted,1
rappler,results,4
rappler,resumes,1
rappler,retain,1
rappler,retained,1
rappler,retaliation,2
rappler,retired,2
rappler,retraction,1
rappler,retrieval,1
rappler,retrieve,1
rappler,retrieved,1
rappler,retrofitting,1
rappler,retrospective,1
rappler,return,1
rappler,returned,1
rappler,reuploading,1
rappler,reuters,3
rappler,revealed,3
rappler,revelations,2
rappler,reversion,1
rappler,review,4
rappler,reviewed,1
rappler,reviews,2
rappler,revised,6
rappler,revolution,1
rappler,revolutionized,1
rappler,rewarded,1
rappler,rewritten,1
rappler,reyes,10
rappler,rhetorical,1
rappler,rice,3
rappler,riches,1
rappler,richest,1
rappler,ridden,1
rappler,rides,1
rappler,riding,1
rappler,ridon,5
rappler,rigged,1
rappler,right,9
rappler,rightfully,1
rappler,rigorous,3
rappler,rimando,1
rappler,ring,1
rappler,rise,4
rappler,rising,4
rappler,risk,6
rappler,rivals,2
rappler,river,22
rappler,rivera,2
rappler,riverbank,9
rappler,riverbeds,1
rappler,rivers,9
rappler,riverwall,3
rappler,rizal,1
rappler,road,13
rappler,roads,4
rappler,roadshow,2
rappler,roadway,1
rappler,robert,1
rappler,roberto,3
rappler,rochelle,1
rappler,rock,3
rappler,rodrigo,4
rappler,rodriguez,1
rappler,rogelio,2
rappler,roland,1
rappler,role,2
rappler,roles,2
rappler,rollout,1
rappler,rolls,1
rappler,roma,1
rappler,romualdez,3
rappler,roof,1
rappler,room,8
rappler,root,1
rappler,roque,2
rappler,rosal,1
rappler,rosaloria,1
rappler,rose,2
rappler,roslyn,1
rappler,rossana,2
rappler,rot,1
rappler,rotten,1
rappler,roughly,1
rappler,rounded,1
rappler,route,1
rappler,roxas,3
rappler,royal,1
rappler,ruben,1
rappler,rufo,1
rappler,rufus,1
rappler,ruin,1
rappler,rule,1
rappler,rules,3
rappler,run,4
rappler,runners,1
rappler,running,3
rappler,runs,2
rappler,ryan,1
rappler,saan,2
rappler,sabio,1
rappler,sabo,1
rappler,sabotage,4
rappler,sacar,1
rappler,safe,3
rappler,safeguard,3
rappler,safeguards,7
rappler,safer,1
rappler,safety,2
rappler,sagbayan,1
rappler,sake,1
rappler,sale,1
rappler,salik,1
rappler,sally,2
rappler,sam,1
rappler,samidan,1
rappler,san,3
rappler,sanctions,1
rappler,sand,1
rappler,sandro,2
rappler,santos,4
rappler,sara,1
rappler,sarah,6
rappler,saro,1
rappler,satellite,4
rappler,saturday,2
rappler,save,1
rappler,savings,1
rappler,saw,3
rappler,say,6
rappler,saying,4
rappler,says,5
rappler,scale,2
rappler,scaled,1
rappler,scam,5
rappler,scandal,8
rappler,scandalous,1
rappler,scandals,5
rappler,scares,1
rappler,scenario,1
rappler,schedule,1
rappler,scheduled,1
rappler,scheme,3
rappler,schemes,1
rappler,science,3
rappler,scientific,1
rappler,scientists,1
rappler,scores,1
rappler,scrapped,1
rappler,scrutinize,2
rappler,scrutinizing,1
rappler,scrutiny,7
rappler,sea,3
rappler,sealed,3
rappler,searchable,6
rappler,season,3
rappler,seawater,1
rappler,sec,2
rappler,second,7
rappler,secondary,1
rappler,secondly,1
rappler,seconds,1
rappler,secretary,12
rappler,section,6
rappler,sections,2
rappler,sector,9
rappler,sectoral,1
rappler,sectors,3
rappler,secure,6
rappler,secured,8
rappler,securing,1
rappler,securities,4
rappler,security,4
rappler,sediment,8
rappler,see,12
rappler,seek,2
rappler,seekers,1
rappler,seemed,1
rappler,seen,9
rappler,sees,3
rappler,seismology,1
rappler,select,1
rappler,self,5
rappler,sell,1
rappler,semento,1
rappler,semi,1
rappler,senador,1
rappler,send,3
rappler,senior,1
rappler,sense,3
rappler,sensitive,1
rappler,sensor,2
rappler,sent,1
rappler,sentiment,2
rappler,sentiments,1
rappler,separate,1
rappler,separates,1
rappler,series,2
rappler,seriously,1
rappler,serrano,1
rappler,servants,1
rappler,serve,2
rappler,served,1
rappler,serves,3
rappler,service,4
rappler,services,5
rappler,sessions,1
rappler,set,2
rappler,setup,2
rappler,seven,3
rappler,sever,1
rappler,several,10
rappler,severe,1
rappler,severely,1
rappler,shaken,1
rappler,shall,3
rappler,shame,2
rappler,shameless,1
rappler,shanties,1
rappler,share,7
rappler,shared,4
rappler,shareholder,1
rappler,shareholders,5
rappler,shares,8
rappler,shed,1
rappler,shedding,1
rappler,sheer,1
rappler,sheet,3
rappler,shell,1
rappler,shenanigans,1
rappler,shield,1
rappler,shielded,1
rappler,shift,3
rappler,shifting,1
rappler,shifts,1
rappler,shop,1
rappler,shopping,1
rappler,short,2
rappler,shortening,1
rappler,show,6
rappler,showcased,1
rappler,showcasing,2
rappler,showed,10
rappler,showing,3
rappler,shown,2
rappler,shows,11
rappler,shrine,1
rappler,side,2
rappler,sides,2
rappler,sign,3
rappler,signage,1
rappler,signal,1
rappler,signaled,1
rappler,signatories,1
rappler,signature,2
rappler,signatures,1
rappler,signed,3
rappler,significant,2
rappler,significantly,1
rappler,siklab,1
rappler,silang,2
rappler,silent,1
rappler,silk,1
rappler,silva,1
rappler,silverwolves,2
rappler,simbahan,1
rappler,similar,2
rappler,similarities,1
rappler,similarly,1
rappler,simple,1
rappler,simply,3
rappler,simulation,1
rappler,simultaneous,1
rappler,simultaneously,1
rappler,sin,2
rappler,sinasabi,1
rappler,since,10
rappler,single,8
rappler,singson,2
rappler,singular,1
rappler,sinoman,1
rappler,sinubukang,1
rappler,sinusumbong,1
rappler,siphoned,3
rappler,sisiyasatin,1
rappler,sistema,1
rappler,sister,1
rappler,site,8
rappler,sites,1
rappler,sitio,2
rappler,sitting,1
rappler,situated,2
rappler,situation,2
rappler,situations,1
rappler,six,4
rappler,sixth,1
rappler,sizable,1
rappler,skeptical,1
rappler,skepticism,2
rappler,skills,1
rappler,slammed,1
rappler,slapped,1
rappler,slash,1
rappler,slashed,1
rappler,slice,1
rappler,slight,3
rappler,slightly,1
rappler,slip,2
rappler,sliver,1
rappler,slope,1
rappler,slopes,1
rappler,sloping,1
rappler,slow,1
rappler,slowly,2
rappler,small,2
rappler,smaller,1
rappler,smart,6
rappler,smashes,1
rappler,smoke,1
rappler,snowball,1
rappler,sober,1
rappler,sobering,1
rappler,sobrang,1
rappler,social,13
rappler,society,7
rappler,socio,1
rappler,socioeconomic,1
rappler,software,3
rappler,soil,4
rappler,solely,1
rappler,solidum,1
rappler,solusyon,1
rappler,solution,1
rappler,solutions,4
rappler,someone,1
rappler,something,3
rappler,sometimes,1
rappler,somewhere,1
rappler,son,2
rappler,sona,5
rappler,sonny,1
rappler,sons,2
rappler,sooner,1
rappler,sop,1
rappler,sophisticated,1
rappler,sorsogon,3
rappler,sotto,2
rappler,sought,2
rappler,sound,2
rappler,soundbites,1
rappler,sounded,1
rappler,sources,2
rappler,south,2
rappler,southern,1
rappler,southwest,3
rappler,span,2
rappler,spanning,1
rappler,spared,2
rappler,sparked,1
rappler,speaker,7
rappler,speaking,1
rappler,special,3
rappler,specialist,2
rappler,specialized,1
rappler,specific,2
rappler,specifications,1
rappler,specified,4
rappler,spectacle,2
rappler,speculation,1
rappler,speculators,1
rappler,speech,1
rappler,spending,8
rappler,spends,2
rappler,spent,4
rappler,spilling,1
rappler,spin,1
rappler,spirit,1
rappler,split,1
rappler,spoke,1
rappler,spokesman,1
rappler,spokesperson,1
rappler,sponsor,1
rappler,spot,2
rappler,spotlight,2
rappler,spouse,3
rappler,spread,3
rappler,sprees,1
rappler,squandered,1
rappler,srdc,2
rappler,sta,2
rappler,stabilize,1
rappler,staff,1
rappler,stage,2
rappler,stages,1
rappler,staging,1
rappler,stakeholders,1
rappler,stakes,1
rappler,stalemate,1
rappler,stamped,1
rappler,stance,2
rappler,stand,1
rappler,standard,3
rappler,standards,7
rappler,stands,1
rappler,staple,1
rappler,stark,1
rappler,start,1
rappler,started,1
rappler,starting,1
rappler,starts,1
rappler,startups,1
rappler,starved,1
rappler,state,11
rappler,stated,2
rappler,statement,6
rappler,statements,1
rappler,station,3
rappler,stations,1
rappler,status,8
rappler,stay,2
rappler,stays,1
rappler,steadfast,1
rappler,steal,1
rappler,steel,1
rappler,steering,1
rappler,stems,3
rappler,step,2
rappler,still,11
rappler,sto,2
rappler,stole,1
rappler,stolen,2
rappler,stomach,1
rappler,stood,2
rappler,stop,5
rappler,stopgap,1
rappler,storage,1
rappler,store,2
rappler,stored,4
rappler,stores,1
rappler,storm,10
rappler,storms,1
rappler,story,4
rappler,straight,2
rappler,straightening,1
rappler,strategies,3
rappler,strategy,1
rappler,stream,2
rappler,street,1
rappler,streets,3
rappler,strength,1
rappler,strengthening,1
rappler,stressed,3
rappler,stretch,1
rappler,strict,1
rappler,stricter,2
rappler,string,1
rappler,strong,5
rappler,stronger,3
rappler,struck,1
rappler,structural,5
rappler,structure,18
rappler,structures,7
rappler,struggle,1
rappler,stud,2
rappler,student,2
rappler,study,5
rappler,studying,1
rappler,style,1
rappler,suansing,1
rappler,sub,2
rappler,subcontracted,1
rappler,subcontracting,1
rappler,subcontractor,3
rappler,subdivisions,1
rappler,subjected,2
rappler,submerged,1
rappler,submerging,2
rappler,submission,1
rappler,submissions,2
rappler,submit,4
rappler,submits,3
rappler,submitted,5
rappler,subnational,1
rappler,subpar,1
rappler,subpoena,1
rappler,subpoenas,1
rappler,subscribed,1
rappler,subscribers,1
rappler,subsequent,1
rappler,subsequently,1
rappler,substance,2
rappler,substandard,9
rappler,substantial,1
rappler,sued,1
rappler,suffer,3
rappler,suffered,1
rappler,suffers,2
rappler,sufficiency,2
rappler,sufficiently,1
rappler,suggest,1
rappler,suit,1
rappler,suitable,1
rappler,sumali,1
rappler,sumayao,1
rappler,sumbong,1
rappler,sumusulat,1
rappler,sunday,4
rappler,sunstar,6
rappler,sunwest,15
rappler,sunwestville,1
rappler,super,1
rappler,supervising,3
rappler,supplement,1
rappler,suppliers,1
rappler,supplies,3
rappler,supply,5
rappler,support,4
rappler,supported,1
rappler,supporters,1
rappler,supports,1
rappler,supposed,6
rappler,supposedly,4
rappler,supreme,2
rappler,sur,4
rappler,surface,2
rappler,surge,1
rappler,surges,2
rappler,surpassed,2
rappler,surprise,1
rappler,surrounding,2
rappler,survey,12
rappler,surveys,1
rappler,survival,2
rappler,survivor,1
rappler,susceptibility,1
rappler,suspect,1
rappler,suspected,2
rappler,suspects,1
rappler,suspend,4
rappler,suspendido,1
rappler,suspension,5
rappler,suspensions,2
rappler,suspicions,1
rappler,sustainable,1
rappler,sustained,1
rappler,sustaining,1
rappler,sususpendihin,1
rappler,swapped,1
rappler,swaths,1
rappler,sweat,1
rappler,swept,1
rappler,swiftly,1
rappler,switching,1
rappler,swollen,1
rappler,sworn,2
rappler,symbol,1
rappler,symbolize,1
rappler,symptoms,1
rappler,syms,8
rappler,syndicate,1
rappler,syndicates,2
rappler,system,20
rappler,systemic,3
rappler,systems,11
rappler,table,7
rappler,tacloban,1
rappler,tactic,1
rappler,taft,1
rappler,tag,2
rappler,tagged,5
rappler,tagging,2
rappler,tags,1
rappler,tagumpay,2
rappler,take,8
rappler,taken,2
rappler,takes,1
rappler,taking,2
rappler,talagang,2
rappler,talisay,2
rappler,talking,2
rappler,tamayo,1
rappler,tamper,2
rappler,tampering,3
rappler,tandem,1
rappler,tanggap,1
rappler,tank,1
rappler,taon,5
rappler,tariff,2
rappler,tarlac,1
rappler,task,2
rappler,tasked,5
rappler,tasks,1
rappler,tastes,1
rappler,taumbayan,2
rappler,taun,1
rappler,taxation,1
rappler,taxes,1
rappler,taxpayer,1
rappler,taxpayers,4
rappler,tayao,1
rappler,tayong,1
rappler,teach,1
rappler,teaching,1
rappler,team,8
rappler,tech,1
rappler,technical,8
rappler,technologies,1
rappler,technology,6
rappler,teeth,2
rappler,television,1
rappler,telling,1
rappler,temperatures,1
rappler,temporarily,2
rappler,temptation,1
rappler,term,4
rappler,terms,4
rappler,terry,2
rappler,test,3
rappler,testbed,1
rappler,testimonial,1
rappler,theater,1
rappler,theatrics,1
rappler,theft,1
rappler,thematic,1
rappler,theory,1
rappler,thereafter,1
rappler,therefore,1
rappler,thick,1
rappler,thing,1
rappler,things,3
rappler,think,6
rappler,thinking,2
rappler,third,6
rappler,thirdly,1
rappler,thirsty,1
rappler,though,3
rappler,thought,1
rappler,thousands,4
rappler,threat,1
rappler,threatened,2
rappler,threatening,2
rappler,threatens,1
rappler,three,6
rappler,thrice,1
rappler,thrive,1
rappler,thrives,1
rappler,throwback,1
rappler,thrown,1
rappler,thunder,1
rappler,thursday,7
rappler,thus,1
rappler,tiangco,1
rappler,ticket,1
rappler,tide,3
rappler,tides,2
rappler,tied,4
rappler,ties,3
rappler,tightening,1
rappler,time,17
rappler,timeline,1
rappler,timely,1
rappler,times,3
rappler,timestamp,1
rappler,timestamped,1
rappler,timojen,1
rappler,timothy,8
rappler,tindig,1
rappler,tingin,1
rappler,tingnan,1
rappler,tinitingnan,1
rappler,tino,11
rappler,tipping,4
rappler,tiptoes,1
rappler,tired,1
rappler,tireless,1
rappler,titles,1
rappler,tito,1
rappler,toby,1
rappler,today,2
rappler,toes,1
rappler,together,4
rappler,tokyo,1
rappler,told,10
rappler,tolerate,1
rappler,tone,4
rappler,tons,1
rappler,took,7
rappler,tool,1
rappler,tools,1
rappler,top,21
rappler,topnotch,8
rappler,topped,1
rappler,total,14
rappler,totally,1
rappler,toto,1
rappler,tourism,1
rappler,touted,1
rappler,toward,4
rappler,towards,1
rappler,town,4
rappler,towns,5
rappler,trabaho,1
rappler,trace,2
rappler,traceable,2
rappler,track,3
rappler,tracking,1
rappler,trade,2
rappler,traders,1
rappler,trading,9
rappler,traditional,2
rappler,traffic,1
rappler,tragedy,1
rappler,trail,7
rappler,training,1
rappler,trami,1
rappler,tranche,2
rappler,transact,1
rappler,transaction,3
rappler,transactions,1
rappler,transcripts,1
rappler,transferred,1
rappler,transform,1
rappler,transformative,1
rappler,transforms,1
rappler,translation,1
rappler,transmitted,1
rappler,transparency,14
rappler,transparent,4
rappler,transparently,1
rappler,transport,3
rappler,transportasyon,1
rappler,transportation,3
rappler,transporting,1
rappler,trap,3
rappler,travel,4
rappler,traveling,1
rappler,treasure,1
rappler,treasury,1
rappler,treating,1
rappler,tri,1
rappler,trial,1
rappler,tried,1
rappler,tries,2
rappler,trigger,3
rappler,triggered,3
rappler,triggering,1
rappler,triggers,1
rappler,trillion,8
rappler,trimmed,2
rappler,triple,1
rappler,trips,4
rappler,tropical,3
rappler,troubling,1
rappler,truck,1
rappler,true,4
rappler,truly,3
rappler,trust,17
rappler,trusted,1
rappler,trustworthiness,2
rappler,truth,12
rappler,tubig,1
rappler,tuesday,3
rappler,tuguegarao,2
rappler,tulfo,1
rappler,turn,3
rappler,turned,4
rappler,turns,2
rappler,tuwing,1
rappler,twelve,1
rappler,twenty,1
rappler,two,12
rappler,type,4
rappler,types,2
rappler,typhoon,12
rappler,typhoons,3
rappler,typically,1
rappler,ulan,2
rappler,ultimate,1
rappler,ultimately,1
rappler,ultimatum,1
rappler,umabot,1
rappler,umuulan,1
rappler,unacceptable,1
rappler,unaccustomed,1
rappler,unaffiliated,1
rappler,unattended,1
rappler,unchecked,1
rappler,uncle,1
rappler,uncooperative,1
rappler,uncover,1
rappler,uncovered,3
rappler,undecided,1
rappler,undergoing,3
rappler,undermine,1
rappler,undermines,3
rappler,undermining,1
rappler,undersecretaries,3
rappler,undersecretary,6
rappler,undertaken,2
rappler,underwhelming,1
rappler,unearthed,1
rappler,unequal,1
rappler,unerasable,1
rappler,unesco,1
rappler,unexplained,1
rappler,unfinished,2
rappler,unfortunately,2
rappler,unimpeded,1
rappler,union,3
rappler,unit,2
rappler,units,1
rappler,universities,1
rappler,university,3
rappler,unknown,2
rappler,unless,1
rappler,unlike,1
rappler,unmonitored,1
rappler,unpaved,1
rappler,unprecedented,1
rappler,unrealistic,1
rappler,unruly,1
rappler,unsatisfactory,2
rappler,unscrupulous,2
rappler,unseal,1
rappler,unsealed,1
rappler,unsigned,1
rappler,unsolved,3
rappler,unsuitable,1
rappler,untouched,1
rappler,unwilling,1
rappler,update,1
rappler,updated,1
rappler,updates,2
rappler,upholding,1
rappler,upload,1
rappler,uploaded,3
rappler,uploads,2
rappler,upon,2
rappler,upper,3
rappler,ups,3
rappler,urban,3
rappler,urged,1
rappler,urgency,1
rappler,urgent,1
rappler,urgently,1
rappler,use,8
rappler,used,13
rappler,uses,1
rappler,using,4
rappler,utang,1
rappler,utility,1
rappler,utilize,1
rappler,val,1
rappler,valid,1
rappler,validation,2
rappler,vallehermoso,1
rappler,valleys,1
rappler,valuable,1
rappler,value,3
rappler,vanish,2
rappler,vanished,1
rappler,vantage,5
rappler,variability,1
rappler,various,3
rappler,varying,1
rappler,vehicles,1
rappler,veil,1
rappler,vela,1
rappler,velocity,1
rappler,venture,5
rappler,ventures,2
rappler,venues,2
rappler,verifiable,1
rappler,verifiably,1
rappler,verification,4
rappler,verified,4
rappler,verify,2
rappler,versa,1
rappler,versace,1
rappler,version,1
rappler,versus,1
rappler,vested,1
rappler,via,1
rappler,vibrant,1
rappler,vice,5
rappler,vico,1
rappler,victims,3
rappler,videos,2
rappler,view,5
rappler,vigilance,1
rappler,villafuerte,1
rappler,village,1
rappler,villanueva,7
rappler,villar,3
rappler,villars,1
rappler,vince,6
rappler,vincenzo,1
rappler,violation,15
rappler,violations,4
rappler,violators,1
rappler,virtually,1
rappler,visayas,9
rappler,visibility,1
rappler,visible,5
rappler,visit,1
rappler,visited,1
rappler,visualize,1
rappler,vital,2
rappler,vividly,1
rappler,vlog,2
rappler,vlogs,3
rappler,voices,1
rappler,volcano,1
rappler,volcanology,1
rappler,volume,2
rappler,volunteer,1
rappler,volunteering,1
rappler,vote,1
rappler,vouchers,2
rappler,vowed,4
rappler,vulnerability,1
rappler,vulnerable,1
rappler,wade,2
rappler,wading,2
rappler,wait,3
rappler,wake,2
rappler,walk,1
rappler,walking,1
rappler,walkouts,1
rappler,wallet,1
rappler,walls,1
rappler,walter,1
rappler,want,6
rappler,wanted,1
rappler,wants,7
rappler,warfare,1
rappler,warming,1
rappler,warned,5
rappler,warning,4
rappler,warrants,1
rappler,washed,1
rappler,wasted,2
rappler,watchdog,1
rappler,watchdogs,3
rappler,water,38
rappler,watered,1
rappler,waters,2
rappler,watershed,5
rappler,watersheds,3
rappler,waterways,8
rappler,wawao,1
rappler,way,10
rappler,ways,2
rappler,weak,1
rappler,weaken,1
rappler,weakens,3
rappler,weaknesses,2
rappler,wealth,8
rappler,wealthy,1
rappler,web,2
rappler,website,6
rappler,wednesday,7
rappler,week,2
rappler,weeks,5
rappler,welcomed,1
rappler,welfare,1
rappler,well,8
rappler,wellness,1
rappler,wendell,1
rappler,went,7
rappler,wetlands,2
rappler,whatever,2
rappler,wheelchair,2
rappler,wheeled,1
rappler,whether,3
rappler,whistleblowers,4
rappler,white,1
rappler,whole,1
rappler,whose,3
rappler,wide,5
rappler,widely,2
rappler,widening,1
rappler,wider,2
rappler,widespread,7
rappler,wife,1
rappler,winged,1
rappler,withdrawals,1
rappler,wither,1
rappler,withhold,1
rappler,withholding,1
rappler,within,5
rappler,without,15
rappler,withstand,1
rappler,witness,1
rappler,witnessed,1
rappler,witnesses,2
rappler,wittingly,1
rappler,woes,1
rappler,woman,1
rappler,won,5
rappler,word,1
rappler,wore,2
rappler,work,15
rappler,worked,1
rappler,workers,1
rappler,works,54
rappler,workshops,1
rappler,world,4
rappler,worse,5
rappler,worsen,1
rappler,worsened,4
rappler,worst,1
rappler,worth,24
rappler,would,34
rappler,wouldn,2
rappler,wrong,2
rappler,wrote,2
rappler,xii,2
rappler,yaman,3
rappler,year,21
rappler,years,23
rappler,yet,13
rappler,yield,1
rappler,yielded,1
rappler,yields,1
rappler,young,2
rappler,younger,2
rappler,youths,1
rappler,yun,1
rappler,zaldy,12
rappler,zamboanga,2
rappler,zamboangeño,1
rappler,zamboangeños,1
rappler,zarate,2
rappler,zero,1
rappler,zoom,3
rappler,zte,2
rappler,₱10,1
rappler,₱200,1
rappler,₱20m,1
rappler,₱30,1
rappler,₱50,1
rappler,₱80,2
youtube,04billion,1
youtube,0mg,1
youtube,0ne,1
youtube,100k,1
youtube,100m,1
youtube,100million,1
youtube,100s,1
youtube,102milyon,1
youtube,10k,16
youtube,10m,1
youtube,10t,1
youtube,10th,1
youtube,110m,1
youtube,11b,1
youtube,11digits,1
youtube,11k,1
youtube,11m,2
youtube,120million,1
youtube,125million,3
youtube,15days,1
youtube,15k,1
youtube,19m,2
youtube,19th,1
youtube,1ea,2
youtube,1mil,1
youtube,1million,2
youtube,1month,1
youtube,1st,2
youtube,1timothy,1
youtube,1trillon,1
youtube,2028godbless,1
youtube,20k,1
youtube,20kls,1
youtube,20mil,1
youtube,20pesos,2
youtube,22o,1
youtube,245m,1
youtube,24b,1
youtube,24m,1
youtube,25k,1
youtube,26b,4
youtube,26billion,1
youtube,26m,1
youtube,279k,1
youtube,280m,2
youtube,28min,1
youtube,2day,2
youtube,2days,1
youtube,2million,3
youtube,2nd,2
youtube,2ndary,1
youtube,2o19,1
youtube,2o24,2
youtube,2peter,1
youtube,2peter3,1
youtube,30k,3
youtube,30million,1
youtube,30yrs,1
youtube,31b,1
youtube,31m,1
youtube,350million,1
youtube,355m,2
youtube,35yrs,1
youtube,37t,1
youtube,3rd,5
youtube,3yrs,4
youtube,400millions,1
youtube,40billion,1
youtube,40billl,1
youtube,4mn,1
youtube,4ps,1
youtube,4th,2
youtube,5000k,1
youtube,50m,2
youtube,51b,4
youtube,53rd,1
youtube,58m,1
youtube,58million,1
youtube,5k10k,1
youtube,600m,2
youtube,60billion,1
youtube,60k,1
youtube,6million,1
youtube,6th,1
youtube,6years,1
youtube,700k,2
youtube,70k,3
youtube,70m,1
youtube,70million,1
youtube,70s,2
youtube,75billion,1
youtube,75m,1
youtube,7hrs,1
youtube,80k,3
youtube,8million,1
youtube,900m,1
youtube,96million,1
youtube,aaa,3
youtube,aaaa,3
youtube,aaah,1
youtube,aabot,4
youtube,aabraod,1
youtube,aabuso,3
youtube,aabutin,6
youtube,aagd,1
youtube,aah,1
youtube,aaksaya,1
youtube,aakssys,2
youtube,aalagaan,1
youtube,aalingasaw,1
youtube,aalis,6
youtube,aalisin,1
youtube,aamang,1
youtube,aamin,5
youtube,aamoy,1
youtube,aang,1
youtube,aanhin,1
youtube,aantay,1
youtube,aapawgantan,1
youtube,aaprobahan,1
youtube,aaprove,1
youtube,aaral,9
youtube,aari,1
youtube,aasa,2
youtube,aasahan,1
youtube,aasenso,4
youtube,aawa,1
youtube,aaway,1
youtube,aay,1
youtube,aayusin,2
youtube,ab0ut,1
youtube,aba,5
youtube,abablik,1
youtube,abangan,1
youtube,abante,2
youtube,abay,5
youtube,abbah,1
youtube,abg,2
youtube,abhorred,1
youtube,ablanida,2
youtube,able,11
youtube,ablo,1
youtube,abno,1
youtube,abnsa,1
youtube,abo,1
youtube,abogada,1
youtube,abogado,38
youtube,abogadong,1
youtube,abogadp,1
youtube,abogago,3
youtube,abolish,9
youtube,abolishing,2
youtube,abominable,1
youtube,abort,1
youtube,abot,5
youtube,abotakot,1
youtube,abraham,2
youtube,abroad,8
youtube,abrod,2
youtube,abs,13
youtube,abscbn,2
youtube,abscbnnews,1
youtube,absence,2
youtube,absent,1
youtube,absentia,1
youtube,absolute,1
youtube,absolutely,1
youtube,absolutlely,1
youtube,absorb,1
youtube,abstain,1
youtube,absuelto,1
youtube,absueltohin,1
youtube,abswelto,4
youtube,abt,1
youtube,abugado,4
youtube,abugago,1
youtube,abulug,2
youtube,abusado,1
youtube,abuse,3
youtube,abusiness,1
youtube,abusing,1
youtube,abusive,1
youtube,abuso,1
youtube,abutan,2
youtube,abutin,1
youtube,acan,2
youtube,accept,7
youtube,acceptable,1
youtube,accepted,3
youtube,accepting,1
youtube,access,1
youtube,accessories,1
youtube,accident,2
youtube,accidental,1
youtube,accidentally,1
youtube,accirdingbto,1
youtube,accomplices,1
youtube,accomplishement,1
youtube,accomplishing,1
youtube,accomplishment,1
youtube,accomplishments,1
youtube,accordance,2
youtube,account,8
youtube,accountability,18
youtube,accountable,8
youtube,accountants,1
youtube,accounting,4
youtube,accounts,4
youtube,accreditation,1
youtube,accusations,6
youtube,accused,4
youtube,achicheee,1
youtube,achieve,1
youtube,achieved,1
youtube,acknowledge,2
youtube,acko,1
youtube,acosado,1
youtube,acquired,1
youtube,acquittal,1
youtube,across,6
youtube,act,13
youtube,acting,2
youtube,acting2,2
youtube,action,18
youtube,actionan,2
youtube,actions,7
youtube,active,2
youtube,activities,2
youtube,activity,1
youtube,actors,2
youtube,actres,1
youtube,acts,3
youtube,actual,3
youtube,actually,11
youtube,acusado,2
youtube,adaman,1
youtube,adaptation,1
youtube,add,2
youtube,addan,1
youtube,addik,1
youtube,ade,2
youtube,adhering,1
youtube,adik,6
youtube,adik2x,1
youtube,adiong,2
youtube,adm,1
youtube,admenistration,1
youtube,admin,22
youtube,administrasyon,12
youtube,administrasyong,2
youtube,administration,49
youtube,adminstration,1
youtube,admiral,1
youtube,admire,1
youtube,admission,1
youtube,admistrasyon,1
youtube,admit,3
youtube,admitted,2
youtube,admitting,4
youtube,ads,5
youtube,adulterer,1
youtube,advance,1
youtube,advantage,1
youtube,advantages,1
youtube,adversaries,1
youtube,advice,2
youtube,advices,1
youtube,advisable,2
youtube,advise,1
youtube,advised,1
youtube,adviser,1
youtube,advocacy,2
youtube,advocate,2
youtube,aesla,1
youtube,aeyuo,1
