term,freq
pagkanta,3
impierno,3
karen,3
righteous,3
gift,3
prosecute,3
tulisan,3
gusali,3
napatunayan,3
dinagdagan,3
bill,3
nakawin,3
papala,3
sumisigaw,3
pkialam,3
magpatupad,3
base,3
mandatory,3
kamalian,3
bale,3
payer,3
goosebumps,3
nonsense,3
cgurado,3
datingan,3
lalona,3
sampung,3
hatihati,3
mkkulong,3
curap,3
bullshit,3
napapanood,3
taing,3
nakayo,3
slot,3
matitibay,3
buhok,3
kumpleto,3
bro,3
sagutan,3
babayad,3
mog,3
kinsa,3
maprotektahan,3
sinsabi,3
western,3
katanungan,3
parurusahan,3
ibitin,3
patiwarik,3
kampon,3
nagpangalan,3
nanganganib,3
tatanga,3
sinilangan,3
ipagdasal,3
actual,3
nakakagawa,3
labag,3
arte,3
hehehehe,3
hinahanap,3
gobinador,3
midia,3
nakakatawang,3
biro,3
buwakanang,3
kingdom,3
corrupts,3
karumal,3
cis,3
sisisi,3
tinago,3
susumpain,3
granted,3
pagbabarilin,3
tamban,3
nmo,3
lain,3
tinan,3
kwestyunin,3
landbank,3
makabili,3
demonyong,3
naway,3
dian,3
mapasok,3
okey,3
magyari,3
prevail,3
sabagay,3
fearless,3
declare,3
almighty,3
guidance,3
mapuntahan,3
paalam,3
witnes,3
proceed,3
macoleta,3
pakawala,3
pahintulot,3
listening,3
atake,3
malihis,3
nadidiin,3
derby,3
parusang,3
cute,3
zaldyco,3
awang,3
remualla,3
pwedi,3
aha,3
tongressmen,3
bah,3
tay,3
nkita,3
binalik,3
ska,3
dasal,3
titirahin,3
gana,3
ibedensya,3
alagaan,3
saksi,3
kumakalat,3
twister,3
naninira,3
mganda,3
privilege,3
specially,3
pasensya,3
nalahat,3
naritira,3
gaba,3
remula,3
smantlang,3
hangganan,3
mangamatay,3
basa,3
perra,3
napakasakit,3
sardines,3
papansin,3
nagsasakripisyo,3
andun,3
narration,3
milyones,3
ora,3
filipinas,3
mapagawa,3
magagandang,3
star,3
alay,3
makalabas,3
sekretong,3
napa,3
kpg,3
iniiwas,3
pakay,3
iwanan,3
ikauunlad,3
ipakain,3
remullia,3
nagpasasa,3
tatlong,3
diskarte,3
pasikot,3
sikot,3
ekaw,3
lage,3
bute,3
sigi,3
silay,3
hahayaan,3
bibitayin,3
masayang,3
pinasok,3
katapatan,3
dinawit,3
kalapit,3
shouldnt,3
deciding,3
mauubos,3
pangawat,3
buhis,3
ahensiya,3
immunity,3
pictures,3
husgado,3
ililibing,3
maloloko,3
thru,3
iyun,3
convicted,3
attorneys,3
dollars,3
generations,3
scared,3
desisyon,3
naniwala,3
iiyak,3
deba,3
labasan,3
balatan,3
pupwede,3
passed,3
kuda,3
iton,3
knya,3
sabhin,3
pinatalo,3
ren,3
mawawla,3
maniwla,3
papahirap,3
ispalto,3
daoat,3
isulong,3
killer,3
masang,3
ngga,3
matanggal,3
mfa,3
70k,3
subukan,3
kai,3
natira,3
sinadya,3
ipinaglalaban,3
probinsiya,3
hall,3
cge,3
magbitiw,3
silya,3
elektrika,3
lumitaw,3
bureau,3
libreng,3
nagkalat,3
respeto,3
milliones,3
nanakawan,3
kukurap,3
shock,3
makapaniwala,3
buntot,3
haaay,3
sarswela,3
bail,3
pagmay,3
tabla,3
isko,3
nanay,3
kaisa,3
samot,3
nagbuwis,3
sumalanta,3
kalbaryo,3
kadaladala,3
igalang,3
paglaruan,3
umuunlad,3
nasasayang,3
nataranta,3
snang,3
dinig,3
imbestigasyong,3
asaan,3
vic,3
termino,3
gnitong,3
madadala,3
kbilang,3
kurakutan,3
blessings,3
contol,3
panalo,3
sla,3
lumapit,3
gobyierno,3
overhaul,3
kakaawa,3
nagmamahal,3
maisali,3
peace,3
winaldas,3
merun,3
malamig,3
mgnda,3
dinidiin,3
bigatin,3
ksma,3
hinihiling,3
mondo,3
maherap,3
dagdagan,3
ipon,3
gonggong,3
coat,3
125million,3
populasyon,3
saga,3
humatol,3
nagbabago,3
dhl,3
sali,3
ihulog,3
utusan,3
malilinis,3
card,3
80k,3
tutulong,3
ibulsa,3
lutang,3
makarating,3
sampong,3
bunuan,3
prisedent,3
magpasalamat,3
sisingaw,3
kuwenta,3
kalala,3
peste,3
kasaysayan,3
makabangon,3
kapang,3
natuto,3
mamuno,3
nauuhaw,3
kinaya,3
kalye,3
center,3
awit,3
kalukuhan,3
noo,3
handaan,3
gnyn,3
30k,3
bhay,3
rescue,3
junior,3
tuwa,3
west,3
israel,3
kungdi,3
bottom,3
congrats,3
ginto,3
ahh,3
pinagkatiwalaan,3
itulong,3
tree,3
moa,3
ship,3
napakalaking,3
patubig,3
nakatira,3
sojo,3
matutunaw,3
yelo,3
malabo,3
tubo,3
tinabunan,3
nasan,3
weird,3
angeles,3
maga,3
alis,3
nagdudulot,3
pagmimina,3
magdulot,3
reclamation,3
bakawan,3
nasira,3
matinding,3
madalas,3
malalakas,3
paggalaw,3
nangangailangan,3
nagwawalis,3
informative,3
floating,3
makasarili,3
tira,3
magulang,3
gamot,3
balat,3
maaasahan,3
sink,3
pandemic,3
tuhod,3
pagtatabon,3
pagtuunan,3
takutin,3
gobernador,3
tinatarantado,3
kalampagin,3
kagubatan,3
magkasakit,3
regulation,3
mnga,3
libong,3
malayo,3
mainland,3
temporary,3
sabat,3
everyday,3
yesamen,3
thankyou,3
tirhan,3
baryo,3
pinakamababa,3
heat,3
round,3
tungod,3
naiiyak,3
hnde,3
investiga,3
mapapa,3
jose,3
doctor,3
konsenya,3
nghirap,3
npaka,3
napapanagot,3
nabuko,3
ahahaha,3
hudas,3
zalde,3
chill,3
reward,3
subject,3
portion,3
talangka,3
tinanggap,3
hagupit,3
lesson,3
kaniya,3
nnmn,3
schools,3
hands,3
nararanasan,3
punyemas,3
deserves,3
npa,3
tinio,3
disgrace,3
ngak,3
etong,3
represent,3
bikol,3
arjo,3
crypto,3
currency,3
bumili,3
withdraw,3
pakiramdam,3
pagkakagawa,3
congreso,3
diretso,3
pangyayari,3
maranasan,3
nkakaiyak,3
yolanda,3
paunti,3
tungkulin,3
hearts,3
zombies,3
makaranas,3
maghanda,3
maibabalik,3
forgiven,3
listen,3
umaasa,3
kabila,3
heinous,3
ingay,3
legally,3
lifetime,3
muli,3
gobiyerno,3
itanong,3
misery,3
crying,3
magpapalubog,3
mangorakot,3
inis,3
bawi,3
forbid,3
playing,3
sinusunog,3
ospital,3
hala,3
turuan,3
feature,3
yumayaman,3
manpower,3
patong,3
hayss,3
sumisira,3
pagbabayad,3
kumpanya,3
screen,3
ilaw,3
bonus,3
depende,3
bayas,3
magsasalita,3
permission,3
natitira,3
punishment,3
beses,3
nagpapahirap,3
pagkakakulong,3
payan,3
pinapahirapan,3
yayaman,3
klept,3
maipakulong,3
bili,3
patunay,3
daga,3
experiencing,3
lucky,3
ulaw,3
tantanan,3
pwd,3
kht,3
bibigay,3
wasak,3
losot,3
protesta,3
constituents,3
bayaan,3
pandaraya,3
agos,3
masugpo,3
nilagay,3
tatagal,3
nakatingga,3
magno,3
ghosts,3
sapa,3
lapad,3
buhayin,3
sincere,3
nimyo,3
karapatang,3
kano,3
naiinis,3
simulan,3
pinagmulan,3
kasalukuyan,3
garapalan,3
meme,3
nakakapanglumo,3
buhos,3
kontractor,3
apilido,3
lady,3
bunganga,3
binaboy,3
koruption,3
trabho,3
bumubuto,3
importation,3
lugmok,3
kagigil,3
pumatay,3
sinisira,3
karsada,3
makatakas,3
listahan,3
sample,3
aics,3
potang,3
shot,3
kill,3
hang,3
imperno,3
pakita,3
ovp,3
tanginang,3
seawall,3
states,3
aaaa,3
aaa,3
daghan,3
mouth,3
rodante,3
pinagusapan,3
sole,3
magsinungaling,3
matalinong,3
bos,3
kabahan,3
ligoy,3
hiring,3
seems,3
siga,3
magtatanong,3
gisahin,3
kainis,3
barado,3
ambot,3
rito,3
sinasagot,3
gipit,3
mapapanagot,3
manang,3
contrata,3
nakukuha,3
nanahimik,3
mababalik,3
laguna,3
mababalewala,3
soooo,3
nagpasimuno,3
binibitay,3
whoever,3
bara,3
unworthiness,3
accepted,3
repentant,3
burdened,3
rescues,3
nagkakaroon,3
kurapt,3
offical,3
binabayad,3
2million,3
burn,3
nababayaran,3
bigger,3
kinakabahan,3
nagamit,3
kurapsyun,3
gulat,3
hontiveros,3
halatadong,3
tinatakot,3
dokumento,3
hanapbuhay,3
requirement,3
magtagalog,3
sunog,3
nimo,3
ipilit,3
parties,3
professional,3
cameras,3
mema,3
peeve,3
kanina,3
sampo,3
makulit,3
magbalik,3
onset,3
villars,2
camille,2
jairo,2
bolledo,2
explains,2
liloan,2
mandaue,2
surrounding,2
waters,2
rose,2
submerging,2
downstream,2
mananga,2
jonathan,2
requested,2
castellana,2
respectively,2
alex,2
figure,2
unsatisfactory,2
canlaon,2
repeated,2
institute,2
lahar,2
disapproved,2
lacking,2
convinced,2
coordinate,2
permits,2
p282,2
sta,2
enumerated,2
inspections,2
austria,2
volunteer,2
cajayon,2
detention,2
crackdown,2
authorities,2
handling,2
submissions,2
referrals,2
preliminary,2
counter,2
silverwolves,2
gerald,2
pacanan,2
grossly,2
officers,2
ernesto,2
maria,2
catalina,2
plaridel,2
jaime,2
rivera,2
magsakay,2
chico,2
payawal,2
bambang,2
catalyst,2
developer,2
specialist,2
street,2
eloisa,2
eight,2
dahl,2
corp,2
papayag,2
typically,2
hinges,2
eksperto,2
requirements,2
situated,2
james,2
represents,2
ruin,2
severely,2
count,2
effectively,2
methods,2
combination,2
increase,2
follows,2
traditional,2
definition,2
surges,2
dam,2
tides,2
comprehensive,2
utilize,2
wider,2
reflected,2
basins,2
scrutinize,2
flowing,2
submerged,2
reasons,2
cooperation,2
removing,2
principal,2
accumulating,2
crucial,2
residences,2
somewhere,2
easier,2
purposes,2
collected,2
household,2
substance,2
dragged,2
specialized,2
occur,2
preventing,2
forms,2
evacuation,2
costly,2
reduction,2
mitigating,2
triple,2
aspect,2
touted,2
accomplishments,2
resignation,2
accreditation,2
unexplained,2
statements,2
dozens,2
pronouncement,2
leila,2
entail,2
dozen,2
livestream,2
remark,2
legislators,2
credibly,2
acknowledging,2
fixing,2
georeserve,2
partners,2
critically,2
enabled,2
dismissal,2
captain,2
chocolate,2
neglect,2
heritage,2
delays,2
repeats,2
resorts,2
enforcement,2
initially,2
suspensions,2
slip,2
determine,2
checks,2
teeth,2
unfortunately,2
eias,2
scientists,2
negotiable,2
redirected,2
reformist,2
supported,2
careers,2
backing,2
fighting,2
departmental,2
reactive,2
relying,2
solely,2
mandated,2
strength,2
urgency,2
genuine,2
stations,2
argument,2
assumptions,2
landscape,2
absorb,2
speculation,2
executed,2
reforestation,2
investments,2
emergency,2
stood,2
survival,2
inertia,2
encroachment,2
rossana,2
fajardo,2
fao,2
fifth,2
covered,2
cracks,2
p92,2
pandi,2
steel,2
lemuel,2
michelle,2
fourth,2
amethyst,2
horizon,2
match,2
offered,2
predictably,2
memes,2
marcoses,2
thrown,2
ball,2
liveable,2
experiences,2
messages,2
updates,2
crowdsourcing,2
assign,2
organization,2
cite,2
excited,2
roadshow,2
date,2
partner,2
ateneo,2
empty,2
providing,2
reiterates,2
reaches,2
felt,2
tariff,2
petition,2
budgeting,2
validation,2
limit,2
increased,2
p100,2
changes,2
particular,2
series,2
lucrative,2
sought,2
replace,2
ombao,2
difficulty,2
believing,2
stance,2
speaking,2
partido,2
quinale,2
polangui,2
village,2
burden,2
measured,2
ortiz,2
lived,2
returned,2
belongings,2
animals,2
washed,2
fields,2
kmp,2
battered,2
pepito,2
prolonged,2
initiative,2
hhi,2
calamities,2
preparedness,2
highlights,2
reliant,2
albayanos,2
appearance,2
emphasized,2
industry,2
operates,2
ligao,2
image,2
google,2
furthermore,2
images,2
illustrate,2
cease,2
personally,2
bicolano,2
latest,2
p43,2
amendments,2
karla,2
divestment,2
wade,2
araneta,2
enhanced,2
carina,2
lisa,2
opened,2
efficiency,2
explainers,2
unscrupulous,2
spends,2
ballooning,2
woes,2
expansion,2
gradual,2
vital,2
bacolod,2
commuters,2
continuous,2
continues,2
span,2
allocated,2
skills,2
bicameral,2
suspected,2
cast,2
showcasing,2
lifestyles,2
creator,2
bhw,2
europe,2
attended,2
fashion,2
deactivated,2
posted,2
corresponding,2
wore,2
wrote,2
kumakayod,2
magpost,2
ashamed,2
centerways,2
lawrence,2
hailing,2
mini,2
dog,2
priced,2
criticism,2
cristo,2
gifted,2
favorite,2
items,2
younger,2
janet,2
flak,2
luxurious,2
hayagang,2
lubos,2
marangya,2
halal,2
opisyales,2
display,2
modest,2
referring,2
appropriate,2
extravagant,2
behavior,2
pinapakita,2
sweat,2
struggle,2
spared,2
established,2
irregularities,2
subjected,2
innocence,2
bit,2
formation,2
accountant,2
forensic,2
corrective,2
spectacle,2
overwhelm,2
venues,2
flaws,2
poured,2
mitigate,2
prosecution,2
carries,2
neutrality,2
lacks,2
noise,2
narratives,2
critics,2
authorized,2
benefitted,2
disciplined,2
stricter,2
treasury,2
thus,2
resist,2
legislate,2
nbn,2
zte,2
deal,2
exposés,2
overwhelming,2
assistance,2
prime,2
condemned,2
bold,2
symptoms,2
eroding,2
battle,2
ninoy,2
military,2
expectations,2
ended,2
commissions,2
gimmick,2
signal,2
conquer,2
bonz,2
alarm,2
revelations,2
niño,2
criticized,2
noting,2
finger,2
avoid,2
nowhere,2
mananangal,2
winged,2
parking,2
p30,2
p252,2
trimmed,2
overlapping,2
sections,2
stud,2
installations,2
p625,2
p881,2
picture,2
pockets,2
proposals,2
disbursements,2
layers,2
suppliers,2
altered,2
shell,2
chains,2
split,2
drained,2
surface,2
vouchers,2
milestones,2
premature,2
reviews,2
existed,2
capable,2
traceable,2
distributed,2
recorded,2
encrypted,2
participants,2
eliminating,2
inside,2
falsify,2
detection,2
neither,2
optional,2
convenient,2
estimates,2
identity,2
timeline,2
encoded,2
milestone,2
sensor,2
hardware,2
communication,2
capabilities,2
mathematically,2
agreement,2
tranche,2
assigned,2
uploads,2
manipulation,2
available,2
access,2
dashboard,2
identities,2
cryptographically,2
retaliation,2
perform,2
confirm,2
detect,2
offline,2
cyber,2
attach,2
₱80,2
corrected,2
legitimate,2
layer,2
autonomous,2
application,2
wallet,2
piece,2
turns,2
implications,2
burned,2
deeper,2
expense,2
roughly,2
vanish,2
payoff,2
tries,2
immune,2
valuable,2
patient,2
web,2
epicenter,2
tech,2
beneficial,2
knowledge,2
teaching,2
senior,2
gathering,2
tindig,2
coalition,2
tuguegarao,2
celebrities,2
literally,2
confined,2
wheelchair,2
cainta,2
marched,2
sectoral,2
amounts,2
outraged,2
prevailing,2
sentiment,2
subdivisions,2
surpassed,2
dee,2
organizers,2
crowd,2
estimate,2
everybody,2
voices,2
renewed,2
complicit,2
53rd,2
incumbent,2
dictator,2
backs,2
opposition,2
oro,2
butuan,2
p51,2
lose,2
livelihood,2
involving,2
allocations,2
andam,2
meetings,2
domestic,2
allotment,2
culture,2
additional,2
repairs,2
observed,2
contributing,2
misleading,2
claims,2
certainly,2
aligned,2
tagging,2
adaptation,2
sufficiency,2
incidents,2
firstly,2
branches,2
justified,2
unknown,2
scenario,2
comply,2
sake,2
core,2
arising,2
leo,2
klima,2
laudato,2
evacuate,2
geographic,2
bangmoro,2
readi,2
slowly,2
xii,2
stands,2
reduced,2
swept,2
saturday,2
mamasabulod,2
minister,2
meter,2
disrupting,2
defenseless,2
protections,2
leviste,2
removed,2
retained,2
personnel,2
p255,2
welfare,2
bypass,2
cleanup,2
inadvertently,2
adding,2
erice,2
defeated,2
aspirant,2
ranked,2
macapagal,2
published,2
srdc,2
misibis,2
ventures,2
transactions,2
r2krn,2
korean,2
reporters,2
gerrard,2
ticket,2
pretend,2
obstruction,2
adviser,2
zarate,2
bisnar,2
appointment,2
tamper,2
mahuhuli,2
memo,2
iii,2
shed,2
restraint,2
kaunting,2
glitch,2
discussing,2
skepticism,2
margin,2
tools,2
diversionary,2
draw,2
plurality,2
trustworthiness,2
addressing,2
ironically,2
percentages,2
figures,2
versus,2
frustration,2
geographical,2
notably,2
abc,2
classes,2
inflation,2
dropped,2
rating,2
schedule,2
nakalipas,2
6th,2
starts,2
criticisms,2
calls,2
mid,2
drawing,2
affects,2
inconvenience,2
guess,2
folks,2
scientific,2
irreversible,2
pollution,2
clearer,2
sheer,2
updated,2
condition,2
decade,2
translation,2
debt,2
treating,2
piel,2
p55,2
mababawasan,2
babalikan,2
blacklisting,2
haharap,2
penal,2
hahanapin,2
identify,2
interconnected,2
concepts,2
pain,2
arises,2
accordance,2
violating,2
motivator,2
viewed,2
faculty,2
distinguish,2
seared,2
interpretations,2
psychological,2
violated,2
painful,2
perceived,2
severity,2
oneself,2
overcoming,2
repenting,2
describes,2
profound,2
morality,2
empathy,2
regard,2
feelings,2
antisocial,2
remorse,2
harm,2
attack,2
ninyu,2
makakasuhan,2
ton,2
wood,2
masira,2
planned,2
nañg,2
biglaang,2
ngnakaw,2
kwawang,2
seeing,2
weeh,2
dghan,2
nililishi,2
tamng,2
sinacrfice,2
relaxing,2
paren,2
sinomang,2
recto,2
malayang,2
daloy,2
jurisdiction,2
humanity,2
population,2
poorest,2
trash,2
teams,2
siempre,2
minahan,2
strikes,2
mobilize,2
armies,2
advice,2
cheat,2
mkukulong,2
extremely,2
ayup,2
abante,2
andon,2
eroplano,2
basin,2
mangutang,2
polpolitiko,2
mins,2
hapit,2
reservoir,2
crew,2
zones,2
plains,2
space,2
keso,2
dis,2
everywhere,2
matatakot,2
damn,2
tagapag,2
tanggol,2
nagmamagaling,2
kapos,2
pasko,2
studied,2
marginalized,2
exploit,2
obtain,2
mkatapos,2
delikadesa,2
habit,2
hours,2
wasn,2
pursue,2
gusting,2
umopo,2
diablo,2
knowledgeable,2
patapusin,2
katotohan,2
pader,2
kupal,2
tae,2
mabaho,2
survive,2
circles,2
feels,2
attitude,2
kamukha,2
gihapon,2
humirit,2
soto,2
dalang,2
rereklamo,2
klasi,2
isinama,2
markolikta,2
magkamatayan,2
mababawi,2
manok,2
katarungan,2
npk,2
hnggang,2
hayy,2
romuladez,2
wrongdoings,2
itutulong,2
iniimbistigahan,2
hinaharang,2
natanggap,2
naghihintay,2
kapatawaran,2
bwah,2
nagturo,2
virus,2
humble,2
umiiyak,2
prinoprotektahan,2
eboto,2
defensive,2
pino,2
clown,2
tota,2
phils,2
defending,2
masahol,2
pasa,2
ejk,2
kritiko,2
someday,2
inner,2
matic,2
tsaka,2
sumasamba,2
tikom,2
karmina,2
bulagan,2
babaha,2
nagiimbestiga,2
ancalerts,2
pinalalabas,2
pink,2
collection,2
evasion,2
nonoy,2
covering,2
fooled,2
kaufman,2
tactics,2
mapauwi,2
tobby,2
sirain,2
bull,2
drugs,2
criminality,2
revolt,2
magkanda,2
letse,2
ultimo,2
idadawit,2
asang,2
piatos,2
patahimikin,2
magpayaman,2
flock,2
umupa,2
traydor,2
tommy,2
pagtuturo,2
inggit,2
receives,2
kick,2
piling,2
proved,2
poe,2
lieyer,2
nting,2
banal,2
kabulastugan,2
knyang,2
pigain,2
prove,2
napabalik,2
napatay,2
helmet,2
magpakita,2
quiboloy,2
gou,2
hinaharap,2
suka,2
nasasarapan,2
papatayan,2
pasikot2,2
lumipas,2
klaring,2
satingin,2
niyi,2
magla2kas,2
maramu,2
nili2his,2
pinirmahan,2
sila2,2
nagsasabwatan,2
ibinoboto,2
nakakasuhan,2
eba,2
sabuwatan,2
dal,2
hinto,2
bigtime,2
anumang,2
romualdaz,2
remilla,2
engrs,2
pinatagal,2
nyopa,2
dim,2
gobyarno,2
tina,2
makikitang,2
grand,2
administrasyong,2
polpol,2
commenting,2
regards,2
boggling,2
minds,2
myo,2
supplier,2
nagsabwatan,2
pagong,2
samsamin,2
kasunod,2
curruption,2
kuryente,2
pagna,2
dakdak,2
kabundokan,2
signatory,2
liza,2
mangurap,2
gagastos,2
budjet,2
tagpi,2
proj,2
bender,2
gate,2
ponta,2
escodero,2
opesyal,2
ibaba,2
sanga,2
envolve,2
retirement,2
magkaganyan,2
nakalusot,2
curraption,2
genius,2
syndicated,2
nakasuhan,2
pinagloloko,2
kultura,2
kasiyahan,2
makuntento,2
sapagkat,2
ipaliwanag,2
magimbistiga,2
dyaan,2
tai,2
godfather,2
ride,2
wakasan,2
mahinto,2
pick,2
hiyaan,2
mabago,2
kagawad,2
escudeto,2
panibagong,2
magaganap,2
pakain,2
palawan,2
nagumpisa,2
binuksan,2
congressm,2
bangsg,2
doings,2
mahatulan,2
ifile,2
linisin,2
nagiimbistiga,2
epic,2
smh,2
bilib,2
dedees,2
p33,2
digongnyo,2
hesus,2
wisely,2
lalay,2
gabaan,2
tulod,2
weekend,2
silng,2
nagiingay,2
dedma,2
pinapaniwala,2
presidenteng,2
awards,2
magic,2
maipit,2
magkakaroon,2
wall,2
kamalasan,2
davila,2
rampant,2
hamor,2
till,2
glory,2
mighty,2
elements,2
praise,2
makakauwi,2
makilala,2
ikaso,2
daldalan,2
1ea,2
hawakan,2
mabaklas,2
coins,2
tig,2
crane,2
mabuhat,2
suv,2
nagdimula,2
napupuna,2
natukladan,2
liwanagin,2
gutisa,2
salay,2
romauldes,2
paul,2
alinsunod,2
nasasaad,2
sinusunod,2
tendensy,2
baliin,2
karoon,2
ginagiit,2
wsdom,2
thr,2
trith,2
coavhing,2
dectatorshiop,2
abg,2
ikae,2
mgsalita,2
katunayang,2
pngyuari,2
mafe,2
madeup,2
kinabibilangan,2
mapaggawa,2
kasinongalingan,2
saksakan,2
pagkasinongaling,2
nilalahat,2
piliinong,2
roon,2
kabutihang,2
walain,2
ikintal,2
ikabubuti,2
iiza,2
pinaglaban,2
baletang,2
oktobre,2
2o24,2
twag,2
pansinin,2
presentation,2
aksahin,2
mkg,2
boycarlbfknos,2
oky,2
deg,2
mkgkitaboying,2
depotde,2
annuml,2
carl,2
congr,2
kompynsacr,2
bump,2
dugong,2
sakpan,2
planner,2
sidacate,2
fllodcontrol,2
tabgang,2
tulfi,2
binegyan,2
luku,2
luko,2
lga,2
kwinto,2
sinuhulan,2
iharap,2
pagkakalong,2
giwna,2
snaa,2
ppnta,2
gawagawa,2
gsto,2
umaminna,2
kurkot,2
walalang,2
hatihtinalang,2
sapera,2
abrod,2
hhe,2
lamna,2
ares,2
papogilng,2
alamnyoyan,2
linolokonyo,2
marcbeta,2
dehins,2
mattpos,2
lumindul,2
twente,2
ppantay,2
pantan,2
pagttanong,2
wanaman,2
nakkahiya,2
lumubugnasana,2
peeping,2
gotesa,2
nangongopya,2
lacsoncongratulation,2
lacsoncongratulion,2
latelive,2
initiator,2
malita,2
unprotected,2
nskakatakot,2
crocmualdez,2
nakakaahon,2
bomoto,2
nilolok,2
sablayan,2
maibintang,2
lastog,2
nagawang,2
pinagtatawanan,2
pinagluluko,2
panlenlang,2
cenyor,2
nakatatanda,2
nakatatanggap,2
ipasok,2
ipray,2
mantala,2
nagkakadakuba,2
karampot,2
hoyyyy,2
marolita,2
kweto,2
bintang,2
ibidinsya,2
hersay,2
chismis,2
pgtatanggol,2
dinanas,2
kredibilidad,2
anit,2
kuto,2
nakkatuwa,2
hambugan,2
ngyyari,2
duda,2
gigisahin,2
napahiya,2
snappy,2
sergeant,2
kumplito,2
sinyas,2
gulatan,2
inimbatahan,2
yarrnnn,2
gateway,2
hahanapan,2
magtagal,2
mauwi,2
escrep,2
gumawang,2
alarado,2
brave,2
sinungalinhmg,2
anny,2
nauku,2
kmiws,2
tattay,2
tatawa,2
bravery,2
mambubudol,2
soldier,2
negusyante,2
tato,2
hatag,2
bodjet,2
boo,2
chik,2
projik,2
nahoman,2
hanting,2
tongod,2
kinsay,2
naki,2
dro,2
makig,2
deha,2
orlyguteza,2
sumasang,2
acusado,2
mabanggit,2
pagdeliver,2
tanganamong,2
paquitao,2
diaz,2
atj,2
kent,2
pakibangit,2
jorge,2
sasali,2
tatawagin,2
books,2
swear,2
consciousness,2
clarong,2
claro,2
tutor,2
creased,2
forehead,2
declaimer,2
marvoleta,2
credile,2
sinadsbi,2
pagbabawas,2
mababago,2
makaabot,2
kaluwalhatian,2
welcome,2
sickens,2
offer,2
cedalla,2
imbesigahan,2
athindi,2
pagdawit,2
ibinababa,2
salin,2
binibilang,2
authorisado,2
magbukas,2
magbilang,2
naiinip,2
tiresome,2
mercoleta,2
deliber,2
diparin,2
dalawanv,2
inshaallah,2
marmaleta,2
teatigo,2
galawang,2
taktik,2
sports,2
nakahanda,2
ipaglalaban,2
nervous,2
nakylam,2
annes,2
beterano,2
katuturan,2
hirit,2
panginuon,2
iho,2
yangg,2
byani,2
gutiza,2
kahanga,2
bandilang,2
mahrap,2
kpal,2
nuwan,2
dectador,2
famas,2
awarde,2
gutezs,2
tinalonya,2
nakakagulat,2
nanaig,2
naisiwalat,2
dampotin,2
ngaling,2
lols,2
magalimg,2
mangopya,2
manilip,2
makapatay,2
accident,2
wards,2
funeral,2
freddie,2
remittance,2
funeraria,2
kurtina,2
omeng,2
pagbabanta,2
patingin,2
kaabang,2
binilang,2
toneladang,2
natutuyu,2
biyan,2
kongrisman,2
bastanti,2
nalzng,2
katolad,2
dapatgawin,2
irikta,2
iabolis,2
basement,2
condo,2
napakalinaw,2
ipinagpaalam,2
msgt,2
ainasabi,2
mklong,2
byn,2
harass,2
intimidate,2
deeds,2
pagsasaad,2
naputol,2
bwahahahaha,2
decency,2
grijaldo,2
gverno,2
mdiin,2
inuto,2
molang,2
senyas,2
bahog,2
tarantadong,2
gagung,2
enlist,2
reserve,2
boards,2
soldiers,2
philip,2
marahil,2
tinatawagan,2
mapagmatyag,2
involvements,2
tinatawawan,2
droga,2
diliver,2
markulekta,2
comotti,2
kasihan,2
pinapatnubayan,2
hysss,2
peo,2
scrip,2
generasyon,2
iksw,2
dspat,2
kapasir,2
galawin,2
hanay,2
makalaban,2
lalantad,2
halalan,2
ituwid,2
gobryeno,2
sal,2
ngkavan,2
nilihis,2
rumaldez,2
pinoproteksyoan,2
letanya,2
uroi,2
madaldal,2
mapanlinglang,2
go3,2
awan,2
nireport,2
amlc,2
withdrawal,2
bounded,2
dinideclare,2
nirereport,2
kkwestyunin,2
rush,2
itatanong,2
umikot,2
pagkwestyon,2
sinumbong,2
trio,2
sobra2x,2
tangi,2
annnn,2
inaabot,2
ihinto,2
plagi,2
pmilya,2
pnginoon,2
magsasama,2
nilinlang,2
anyan,2
gaing,2
permanenteng,2
paghandaang,2
romaldaz,2
nagtaka,2
alkantara,2
compute,2
kinakabshan,2
mamadali,2
pagbasa,2
oot,2
neya,2
buamaha,2
ibinayad,2
napakamot,2
guirereo,2
warrior,2
uncorruptable,2
reptilians,2
metathron,2
nabasa,2
tangu,2
tango,2
binsa,2
nalaktawan,2
dinagdag,2
sibasabi,2
nausulat,2
hantongan,2
kabaro,2
jack,2
nkasubaybay,2
haynko,2
imbistegasyon,2
pinaasa,2
wetnes,2
bayanihon,2
buseeettttt,2
baleleng,2
urteza,2
nabreafing,2
alias,2
kontrabida,2
magnan,2
berolisan,2
shadow,2
gma7,2
2day,2
tumango,2
bngit,2
alcntra,2
domolition,2
patibong,2
mahuanay,2
synonymous,2
tamim,2
pakasiguro,2
bagoong,2
tuyo,2
nagpaparusa,2
nakipagcooparate,2
mapoproyetahan,2
manganganib,2
dsa,2
polder,2
nkasulat,2
intetution,2
ogok,2
dagilan,2
imbistigasyo,2
matombok,2
tumbok,2
isuwalat,2
bbb,2
makunse,2
magbitaw,2
pgllhad,2
mabuko,2
matirang,2
asinso,2
maaliskayo,2
nagkukurakot,2
alledged,2
patek,2
phillip,2
thsnks,2
tatayong,2
vigilante,2
mabibitay,2
tinuturuan,2
sumisimpatya,2
pages,2
insertan,2
iditing,2
kinawat,2
masauli,2
pakaya,2
gihakut,2
carton,2
maaawa,2
ginugutom,2
naanod,2
