commenter,comment,commenter_profile_url,like_count,reply_parent_id,date_published,title,link,source,cleaned_text,video_id
@MariaManzalay-lj9ec,Of course Bryce now has a price in his head bcz 60% are corruot,http://www.youtube.com/@MariaManzalay-lj9ec,0,,2025-09-22T20:39:13Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,Of course Bryce now has a price in his head bcz 60% are corruot,965jgSl2n-M
@MariaManzalay-lj9ec,Pray pray hard studying hard work then turned around n change ur  virtues pathetic . Integrity is negative 900 %,http://www.youtube.com/@MariaManzalay-lj9ec,0,,2025-09-22T20:38:40Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,Pray pray hard studying hard work then turned around n change ur virtues pathetic . Integrity is negative 900 %,965jgSl2n-M
@MariaManzalay-lj9ec,1/3 rd of the ppl in tht building NEED TO be handcuffed and sent to Guantanamo,http://www.youtube.com/@MariaManzalay-lj9ec,0,,2025-09-22T20:37:30Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,1/3 rd of the ppl in tht building NEED TO be handcuffed and sent to Guantanamo,965jgSl2n-M
@MariaManzalay-lj9ec,"Bastos kayong mga official , govt workers private sector corrupt ppl . You look boss w luxury life but u r worst than a cockroach . I spit on all of you . I wish Putin will take u all n send u to Siberia and Putin release alllll those innocent ppl incarcerated in deep Russia . Filipinos loving signature everything eating good food looking reels tiktok media excellent . You all stench worse than a rotting cadaver . N u mention God???? Hypocrites . Return all d goods monies opportunities you all stole from the regular hard working FilipinosEgat a disgusting govt . MO FOREIBGNER SHOULD EVER ATEP TO OUR COUNTRY BCZ ITS ALL PROPPED FALSEHOOD LIFE.  .",http://www.youtube.com/@MariaManzalay-lj9ec,0,,2025-09-22T20:35:33Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,"Bastos kayong mga official , govt workers private sector corrupt ppl . You look boss w luxury life but u r worst than a cockroach . I spit on all of you . I wish Putin will take u all n send u to Siberia and Putin release alllll those innocent ppl incarcerated in deep Russia . Filipinos loving signature everything eating good food looking reels tiktok media excellent . You all stench worse than a rotting cadaver . N u mention God???? Hypocrites . Return all d goods monies opportunities you all stole from the regular hard working FilipinosEgat a disgusting govt . MO FOREIBGNER SHOULD EVER ATEP TO OUR COUNTRY BCZ ITS ALL PROPPED FALSEHOOD LIFE. .",965jgSl2n-M
@MariaManzalay-lj9ec,Corrupt system alllll the way near the top . Tht is why everyone got away.,http://www.youtube.com/@MariaManzalay-lj9ec,0,,2025-09-22T20:31:18Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,Corrupt system alllll the way near the top . Tht is why everyone got away.,965jgSl2n-M
@SR22166,"Senator Jenggoy and Joel Villanueva, the evidence of the insertion into millions and millions of pesos for the flood control project is in your responsibility but when it was discovered that those funds went to a ghost project in your involvement you denied in the investigations but the truth is done your corrupt actions, you including to those involved in the flood control corruption operation against the flood control budgets of the government.",http://www.youtube.com/@SR22166,0,,2025-09-22T08:16:20Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,"Senator Jenggoy and Joel Villanueva, the evidence of the insertion into millions and millions of pesos for the flood control project is in your responsibility but when it was discovered that those funds went to a ghost project in your involvement you denied in the investigations but the truth is done your corrupt actions, you including to those involved in the flood control corruption operation against the flood control budgets of the government.",965jgSl2n-M
@MakaMarcos,Ikulong na yan c Jinggoy Estrada at Joel Villanueva,http://www.youtube.com/@MakaMarcos,1,,2025-09-21T02:58:42Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,Ikulong na yan c Jinggoy Estrada at Joel Villanueva,965jgSl2n-M
@Randomfacts-g87,magnanakaw ka dapat lng sa iyi yan,http://www.youtube.com/@Randomfacts-g87,0,,2025-09-20T20:20:43Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,magnanakaw ka dapat lng sa iyi yan,965jgSl2n-M
@AnjeloArana,Kya lalong naghihirap ang pilipinas dahil nanjan ang mga kawatan sa senado,http://www.youtube.com/@AnjeloArana,1,,2025-09-20T18:17:55Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,Kya lalong naghihirap ang pilipinas dahil nanjan ang mga kawatan sa senado,965jgSl2n-M
@AnjeloArana,"Ung mga currupt opisyal sana mamatay nalang kayo, sobra ng pahirap ninyo sa taong bayan",http://www.youtube.com/@AnjeloArana,1,,2025-09-20T18:08:18Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,"Ung mga currupt opisyal sana mamatay nalang kayo, sobra ng pahirap ninyo sa taong bayan",965jgSl2n-M
@Bonifacio-k7z,Isama nyu ang boong nigros oreintal potahan nyu rin,http://www.youtube.com/@Bonifacio-k7z,1,,2025-09-20T17:39:20Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,Isama nyu ang boong nigros oreintal potahan nyu rin,965jgSl2n-M
@dominadortupaz2968,Itoro Mona Ang mga sinador sangkot sa flood control.sir nan Dyan lang sa harapan ang  nyo  nainbold Ang plood control.,http://www.youtube.com/@dominadortupaz2968,0,,2025-09-20T10:06:29Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,Itoro Mona Ang mga sinador sangkot sa flood control.sir nan Dyan lang sa harapan ang nyo nainbold Ang plood control.,965jgSl2n-M
@ConzRouger,dapat kc pati abogado nila imbistigahin din ..dahil sila ang nagtuturo ng mga kasinungalingan..! para di sila mamihasa..!,http://www.youtube.com/@ConzRouger,0,,2025-09-20T04:01:14Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,dapat kc pati abogado nila imbistigahin din ..dahil sila ang nagtuturo ng mga kasinungalingan..! para di sila mamihasa..!,965jgSl2n-M
@GoodySonnel,Wagkayo maniwala Jan sinongaling yan injinir nayan lalong walang maniwala na denawit Nia se jowil mabait yn,http://www.youtube.com/@GoodySonnel,0,,2025-09-19T19:01:40Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,Wagkayo maniwala Jan sinongaling yan injinir nayan lalong walang maniwala na denawit Nia se jowil mabait yn,965jgSl2n-M
@GoodySonnel,Batman milyon milyon pinatalo mo sa casino sino maniwala Sayo paano kayo naging batman kapal ng Mokha mo,http://www.youtube.com/@GoodySonnel,0,,2025-09-19T18:53:02Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,Batman milyon milyon pinatalo mo sa casino sino maniwala Sayo paano kayo naging batman kapal ng Mokha mo,965jgSl2n-M
@EliasHonao-i1k,Mo,http://www.youtube.com/@EliasHonao-i1k,0,,2025-09-19T09:37:53Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,Mo,965jgSl2n-M
@gia29,Involved rin ang senator wow kakahiya naman corruption all over the Philippines tama nga sinabi ni Miriam Defensor,http://www.youtube.com/@gia29,0,,2025-09-19T01:50:30Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,Involved rin ang senator wow kakahiya naman corruption all over the Philippines tama nga sinabi ni Miriam Defensor,965jgSl2n-M
@ClennCasenillo,Yari Kana Jingoy kasabwat ka pala.. imbistiga kapa b. Dapat ikaw  pala imbistagahan sarili mo jingoy,http://www.youtube.com/@ClennCasenillo,0,,2025-09-18T00:26:17Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,Yari Kana Jingoy kasabwat ka pala.. imbistiga kapa b. Dapat ikaw pala imbistagahan sarili mo jingoy,965jgSl2n-M
@ClennCasenillo,Di ka nga natakot mangurakot. Sa kaban ng bayan . . Tapus ngayun takot Kana .  Magsalita. Kaloko ka talaga .,http://www.youtube.com/@ClennCasenillo,0,,2025-09-18T00:18:26Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,Di ka nga natakot mangurakot. Sa kaban ng bayan . . Tapus ngayun takot Kana . Magsalita. Kaloko ka talaga .,965jgSl2n-M
@MarilouMallanao,matagot ka mang salita Yun pang nakaw Hindi matakot ano Yan lokohan kurakot ka Ren Wala Kang Tako sa Dio's pinaksin mo sa pamilya mo nakaw kapal mo,http://www.youtube.com/@MarilouMallanao,0,,2025-09-17T20:39:58Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,matagot ka mang salita Yun pang nakaw Hindi matakot ano Yan lokohan kurakot ka Ren Wala Kang Tako sa Dio's pinaksin mo sa pamilya mo nakaw kapal mo,965jgSl2n-M
@zyaileneshin5919,Eto na po ba ang magiging reason to spark another people power and magiging katulad ng 4 days protest ng Nepal where they overthrow their own government and have them replaced within a week because of the corruption there too? Ask ko lng po kasi I’m really curious to know when are enough are enough for people like us.,http://www.youtube.com/@zyaileneshin5919,0,,2025-09-17T18:28:59Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,Eto na po ba ang magiging reason to spark another people power and magiging katulad ng 4 days protest ng Nepal where they overthrow their own government and have them replaced within a week because of the corruption there too? Ask ko lng po kasi I’m really curious to know when are enough are enough for people like us.,965jgSl2n-M
@mr.edward2122,Hndi na MAWAWLA Ang mga matatakaw kaya Ang mga TAONG bayan SYANG naghihirap maniwla kau PAG HNDI mawawalan Ang korap SA GOBYERNO hndi aasenso Ang PILIPINAS palubog habang Ang nag papahirap ay mga TAONG bayan nanag papakahirap para magtrabaho at magbayad Ng buwis kaya KAYONG mga NSA PWESTO ISIP ISIP MATAKOT PO kayo SA DIOS 🙏♥️,http://www.youtube.com/@mr.edward2122,0,,2025-09-17T15:36:41Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,Hndi na MAWAWLA Ang mga matatakaw kaya Ang mga TAONG bayan SYANG naghihirap maniwla kau PAG HNDI mawawalan Ang korap SA GOBYERNO hndi aasenso Ang PILIPINAS palubog habang Ang nag papahirap ay mga TAONG bayan nanag papakahirap para magtrabaho at magbayad Ng buwis kaya KAYONG mga NSA PWESTO ISIP ISIP MATAKOT PO kayo SA DIOS,965jgSl2n-M
@mr.edward2122,KAHIT SAANg Daan kahit HNDI sira Ang ispalto sisirain hahaha,http://www.youtube.com/@mr.edward2122,0,,2025-09-17T15:34:23Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,KAHIT SAANg Daan kahit HNDI sira Ang ispalto sisirain hahaha,965jgSl2n-M
@mr.edward2122,Saka ung MGA ginagawang Daan dito quEzon BAKIT ung spalto SA KALSADA WLANG sira sisirain hahaha,http://www.youtube.com/@mr.edward2122,0,,2025-09-17T15:32:56Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,Saka ung MGA ginagawang Daan dito quEzon BAKIT ung spalto SA KALSADA WLANG sira sisirain hahaha,965jgSl2n-M
@JoseFelipeArnaiz,Hahaha 🤣🤣🤣 investigate all district engineers wag kayong  one sided 😂😂😂,http://www.youtube.com/@JoseFelipeArnaiz,0,,2025-09-17T14:26:14Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,Hahaha investigate all district engineers wag kayong one sided,965jgSl2n-M
@JoseFelipeArnaiz,Hahaha 🤣🤣🤣 investigate all district engineers wag kayong one sided,http://www.youtube.com/@JoseFelipeArnaiz,0,,2025-09-17T14:24:12Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,Hahaha investigate all district engineers wag kayong one sided,965jgSl2n-M
@JoseFelipeArnaiz,Hahaha 🤣🤣🤣 investigate all district engineers wag kayong one sided,http://www.youtube.com/@JoseFelipeArnaiz,0,,2025-09-17T14:23:48Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,Hahaha investigate all district engineers wag kayong one sided,965jgSl2n-M
@JoseFelipeArnaiz,Hahaha 🤣🤣🤣,http://www.youtube.com/@JoseFelipeArnaiz,0,,2025-09-17T14:18:51Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,Hahaha,965jgSl2n-M
@JoseFelipeArnaiz,Damayan kayong mga project engineer puro kayo may mga amo🤣😈,http://www.youtube.com/@JoseFelipeArnaiz,0,,2025-09-17T14:18:07Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,Damayan kayong mga project engineer puro kayo may mga amo,965jgSl2n-M
@FelyBugnay,Daoat kse isulong na Death Penalty sa mga kurakkt ng Gobyerno . Drug Lord killer. Rapist. Kidnapper. Yan dskat i death penalty!,http://www.youtube.com/@FelyBugnay,0,,2025-09-17T11:17:20Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,Daoat kse isulong na Death Penalty sa mga kurakkt ng Gobyerno . Drug Lord killer. Rapist. Kidnapper. Yan dskat i death penalty!,965jgSl2n-M
@neliatropicales4787,Hay naku pagsamasamahin nyo na mga yan.sa kulungan Doon sa iwahig malawak don kasya Sila doon.wag nyo lagyan ng aircon.kung Anu Buhay ng mga pangkaraniwang naka kulong..,http://www.youtube.com/@neliatropicales4787,0,,2025-09-17T06:06:38Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,Hay naku pagsamasamahin nyo na mga yan.sa kulungan Doon sa iwahig malawak don kasya Sila doon.wag nyo lagyan ng aircon.kung Anu Buhay ng mga pangkaraniwang naka kulong..,965jgSl2n-M
@rosemariejackierosales3050,"Dpat natin gagawin sama sama tayo lumabas na sa kalsada upang isigaw ng masang mamayanan pilipino people power na tanggaling na ang lahat 2x na sindikato kasabwat na mga opisyal sa pang gov't ng bbm na eto ay walang kuenta talagang galit na kami sa mga tiwali ng mga eto,,,!😭😭😭",http://www.youtube.com/@rosemariejackierosales3050,0,,2025-09-17T05:57:51Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,"Dpat natin gagawin sama sama tayo lumabas na sa kalsada upang isigaw ng masang mamayanan pilipino people power na tanggaling na ang lahat 2x na sindikato kasabwat na mga opisyal sa pang gov't ng bbm na eto ay walang kuenta talagang galit na kami sa mga tiwali ng mga eto,,,!",965jgSl2n-M
@rosemariejackierosales3050,🇵🇭👊🏾💪🏾✊🏾❣️❣️❣️🙏🏾🙏🏾🙏🏾🗝️🗝️🗝️,http://www.youtube.com/@rosemariejackierosales3050,1,,2025-09-17T05:52:49Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,,965jgSl2n-M
@JackilouOrot,Dati P Yan ..diba hanggang ngayon ..Kasalanan ng taong bayan Binoto pa rin .....mga Bobon kita na nga  ...corrupt ...Sana hindi na sila payagan tumakbo..kasi ang mag nanakaw ..magnakaw parin ulit ulitin parin nila yan...Yng bumoto sa kanila ..mga walang utak,http://www.youtube.com/@JackilouOrot,0,,2025-09-17T04:59:24Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,Dati P Yan ..diba hanggang ngayon ..Kasalanan ng taong bayan Binoto pa rin .....mga Bobon kita na nga ...corrupt ...Sana hindi na sila payagan tumakbo..kasi ang mag nanakaw ..magnakaw parin ulit ulitin parin nila yan...Yng bumoto sa kanila ..mga walang utak,965jgSl2n-M
@JackilouOrot,Dati P Yan ..diba hanggang ngayon ..Kasalanan ng taong bayan Binoto pa rin .....mga Bobon kita na nga  ...corrupt ...Sana hindi na sila payagan tumakbo..kasi ang mag nanakaw ..magnakaw parin ulit ulitin parin nila yan...Yng bumoto sa kanila ..mga walang utak,http://www.youtube.com/@JackilouOrot,0,,2025-09-17T04:59:19Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,Dati P Yan ..diba hanggang ngayon ..Kasalanan ng taong bayan Binoto pa rin .....mga Bobon kita na nga ...corrupt ...Sana hindi na sila payagan tumakbo..kasi ang mag nanakaw ..magnakaw parin ulit ulitin parin nila yan...Yng bumoto sa kanila ..mga walang utak,965jgSl2n-M
@josephinoguerrero4228,"Toto yan sisisabi ni Mr. Hernandez may mga matibay na ebidensya siya.  Bahala na sa kanila si Mayor Magalong,  Senator Ping Lacson, Secretary Vince ng DPWH Wala ng lusot yan. Shoot sa kulungan",http://www.youtube.com/@josephinoguerrero4228,0,,2025-09-17T04:00:45Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,"Toto yan sisisabi ni Mr. Hernandez may mga matibay na ebidensya siya. Bahala na sa kanila si Mayor Magalong, Senator Ping Lacson, Secretary Vince ng DPWH Wala ng lusot yan. Shoot sa kulungan",965jgSl2n-M
@GinalynSoriano-h6p,Sinungaling ka talaga Brice Hernandez magsabi ka ng totoo bka mapatawad kpa ng Diyos,http://www.youtube.com/@GinalynSoriano-h6p,0,,2025-09-17T03:34:12Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,Sinungaling ka talaga Brice Hernandez magsabi ka ng totoo bka mapatawad kpa ng Diyos,965jgSl2n-M
@Guerrero-h2m,Isa Rin toh Brice kurakot,http://www.youtube.com/@Guerrero-h2m,0,,2025-09-17T03:30:23Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,Isa Rin toh Brice kurakot,965jgSl2n-M
@janemanuta702,Mga taong bayan ang naghihirap magbayad ng tax tad kayo lang makikinabang ay onlybin the Philippines  kaya maraming umaalis dito dahil sa pinaggagagawa nyo ung ibabtumitira nalang savibang bansa ar ataw na bumalik. Mga makakapal talaga muka nyo.dami naghihirap kayo naman nagpapasasa sa pera ng taong bayan wala ba kayong kunsinsya nyan.,http://www.youtube.com/@janemanuta702,0,,2025-09-17T02:19:29Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,Mga taong bayan ang naghihirap magbayad ng tax tad kayo lang makikinabang ay onlybin the Philippines kaya maraming umaalis dito dahil sa pinaggagagawa nyo ung ibabtumitira nalang savibang bansa ar ataw na bumalik. Mga makakapal talaga muka nyo.dami naghihirap kayo naman nagpapasasa sa pera ng taong bayan wala ba kayong kunsinsya nyan.,965jgSl2n-M
@mannysangalang2782,Kailan kaya matatapos ang pag iimbistiga ngga ito aabutin pa yata ng election sa 2028 ilang ang gastos nyo sa bawat hearing jan sa congress bitayin nyo na ang involve,http://www.youtube.com/@mannysangalang2782,0,,2025-09-16T22:51:41Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,Kailan kaya matatapos ang pag iimbistiga ngga ito aabutin pa yata ng election sa 2028 ilang ang gastos nyo sa bawat hearing jan sa congress bitayin nyo na ang involve,965jgSl2n-M
@angiesantos4179,"dapat matanggal na sa position yun mga yan. Mga taga Hagonoy, Malolos....hwag nyo na ulet iboboto...alam nyo na",http://www.youtube.com/@angiesantos4179,0,,2025-09-16T21:30:50Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,"dapat matanggal na sa position yun mga yan. Mga taga Hagonoy, Malolos....hwag nyo na ulet iboboto...alam nyo na",965jgSl2n-M
@maryanncabatana8975,Laglagan n matira matibay mfa corrupt,http://www.youtube.com/@maryanncabatana8975,0,,2025-09-16T20:33:17Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,Laglagan n matira matibay mfa corrupt,965jgSl2n-M
@LuisitoTrueldajr,dapat ibalik na Bitay sa ating bansa!  at unang bitayin ay ang  mga magnanakaw sa kaban bayan!!! 😡😤😡,http://www.youtube.com/@LuisitoTrueldajr,0,,2025-09-16T15:18:21Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,dapat ibalik na Bitay sa ating bansa! at unang bitayin ay ang mga magnanakaw sa kaban bayan!!!,965jgSl2n-M
@JoseBasilisco,"Nag nakaw noong nakaraan, at nakulong mangawat uli",http://www.youtube.com/@JoseBasilisco,0,,2025-09-16T13:20:30Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,"Nag nakaw noong nakaraan, at nakulong mangawat uli",965jgSl2n-M
@meannchannel6163,#Pbbm malinaw pa sa sikat ng araw ang mga pagnanakaw sa flood control dapat sa mga ito pang dadaputin na sa 70k nilang sahod saan sila kumukha ng pbili ng mga luxury cars  puro nalang imbistiga ng napakahaba sayamg an oras hanggang sa matambakan  nalang at makakalimutam ang mga pag nanakaw ng mga ito asan ang hustisya,http://www.youtube.com/@meannchannel6163,0,,2025-09-16T11:42:47Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,#Pbbm malinaw pa sa sikat ng araw ang mga pagnanakaw sa flood control dapat sa mga ito pang dadaputin na sa 70k nilang sahod saan sila kumukha ng pbili ng mga luxury cars puro nalang imbistiga ng napakahaba sayamg an oras hanggang sa matambakan nalang at makakalimutam ang mga pag nanakaw ng mga ito asan ang hustisya,965jgSl2n-M
@JoseRezano,Mga buwaya ang nag iimbistiga 😅😅,http://www.youtube.com/@JoseRezano,0,,2025-09-16T02:11:11Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,Mga buwaya ang nag iimbistiga,965jgSl2n-M
@ArsenioUy-k5h,This committee is protecting the culprit who has amassed billions of pesos from the anomalous flood control projects! What kind of justice is this?,http://www.youtube.com/@ArsenioUy-k5h,0,,2025-09-16T00:44:45Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,This committee is protecting the culprit who has amassed billions of pesos from the anomalous flood control projects! What kind of justice is this?,965jgSl2n-M
@opinionandviews2000,"HAHAHA , NAGTURUAN NA , eh halos wala namang malinis na senador dyan  sa pinas  ...sa DPWH marami din dyan tiwali , 
subukan ninyo kumuha ng building permit sa DPW ,  DPWH malakihang pera yan , so hati hati sila ...",http://www.youtube.com/@opinionandviews2000,0,,2025-09-15T21:09:57Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,"HAHAHA , NAGTURUAN NA , eh halos wala namang malinis na senador dyan sa pinas ...sa DPWH marami din dyan tiwali , subukan ninyo kumuha ng building permit sa DPW , DPWH malakihang pera yan , so hati hati sila ...",965jgSl2n-M
@Robstar-m5l,puro sindikato ang namamahala ng gobyerno ng pilipinas wala na kayong asenso dyan,http://www.youtube.com/@Robstar-m5l,0,,2025-09-15T17:31:07Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,puro sindikato ang namamahala ng gobyerno ng pilipinas wala na kayong asenso dyan,965jgSl2n-M
@PalomaGemini,Grabe Dami pa lng Pera ng gobyerno nolulustay nio lng pareparehas kai,http://www.youtube.com/@PalomaGemini,0,,2025-09-15T17:22:31Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,Grabe Dami pa lng Pera ng gobyerno nolulustay nio lng pareparehas kai,965jgSl2n-M
@DaisyGo-zi7xb,"Isipin mo na lang Jinggoy at iba pa.
Ng uulam ng asin at tubig o toyo ang mga mahihirap na kababayan niyo tapos.. WALDAS SI WALDAS kayo ng pera ng mga taxpayers.. 36 years akong binawasan ng withholding tax, kakainin ko na lang IBINAWAS pa sa sahod ko na P500 na lang natira!",http://www.youtube.com/@DaisyGo-zi7xb,1,,2025-09-15T16:29:28Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,"Isipin mo na lang Jinggoy at iba pa. Ng uulam ng asin at tubig o toyo ang mga mahihirap na kababayan niyo tapos.. WALDAS SI WALDAS kayo ng pera ng mga taxpayers.. 36 years akong binawasan ng withholding tax, kakainin ko na lang IBINAWAS pa sa sahod ko na P500 na lang natira!",965jgSl2n-M
@Lei_Lara,Sana Hindi lang sila ang mahuli even the highest position in gov't involved & the  multi millionaire gambler : which came from flood corruption & other gov't money that' the taxes we paid🇵🇭🤐😠,http://www.youtube.com/@Lei_Lara,0,,2025-09-15T15:06:56Z,"Ex-DPWH official implicates Jinggoy Estrada, Joel Villanueva in flood control kickback scheme",https://www.youtube.com/watch?v=965jgSl2n-M&t,youtube,Sana Hindi lang sila ang mahuli even the highest position in gov't involved & the multi millionaire gambler : which came from flood corruption & other gov't money that' the taxes we paid,965jgSl2n-M
